X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm],X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],exx [1] - Lagrange,eyy [1] - Lagrange,exy [1] - Lagrange,e1 [1] - Lagrange,e2 [1] - Lagrange,gamma [1] - Lagrange,Von Mises Strain [1] - Lagrange,displacement,Sigma_X [mm],Sigma_Y [mm],Sigma_Z [mm]
4.28306,1.24846,-506.702,-0.00582035,0.000982782,-0.0146544,2.62348e-05,8.50607e-05,-0.000974475,0.00103314,-0.000921845,-0.80139,0.00169598,0.0158384,0.000111181,9.75969e-05,0.000600821,4.34826,-2.68645,-496.915,-0.000292383,0.00189323,-0.0113405,0.000170427,-9.02186e-05,-0.00016967,0.000255355,-0.000175146,-0.44942,0.000375201,0.0115018,0.000102067,9.23501e-05,0.000541758,4.40734,-6.6216,-498.939,-0.000878811,0.00256052,-0.0108811,6.36153e-05,-0.000156096,5.93269e-06,6.38693e-05,-0.00015635,0.0265725,0.000196243,0.0112139,0.000101975,9.03418e-05,0.000543264,4.4662,-10.5565,-501.628,-0.00168748,0.00343781,-0.0102829,5.86729e-05,-0.000155959,-5.62782e-06,5.88902e-05,-0.000156176,-0.0260545,0.000192514,0.0109738,8.96854e-05,8.49199e-05,0.000480066,4.52552,-14.4919,-501.574,-0.00203679,0.00394825,-0.0102151,2.54688e-05,-0.000172417,-3.8155e-05,3.26337e-05,-0.000179582,-0.183591,0.000197989,0.0111399,0.000108903,0.000104646,0.00058187,4.58508,-18.4271,-505.045,-0.00215529,0.0044852,-0.00929333,-1.10327e-06,-0.000216991,-5.20566e-05,1.07947e-05,-0.000228889,-0.224675,0.000234554,0.0105431,9.95277e-05,8.70063e-05,0.000535994,4.64449,-22.3623,-507.293,-0.00240619,0.00517396,-0.00810762,1.71067e-06,-0.000156253,-2.26964e-05,5.01651e-06,-0.000159559,-0.139075,0.000162238,0.00991533,0.000111224,0.000102279,0.000601808,4.70416,-26.2979,-509.792,-0.00241261,0.00533942,-0.00762888,2.21799e-05,1.68452e-06,2.51404e-05,3.94992e-05,-1.56348e-05,0.591574,4.97058e-05,0.00961965,0.000135006,0.000122985,0.000734062,4.76347,-30.2338,-512.287,-0.00276553,0.00529459,-0.0087396,3.147e-05,7.74648e-05,2.77406e-05,9.08609e-05,1.80738e-05,1.12845,8.34401e-05,0.0105869,0.000131978,0.000128019,0.000720739,4.82331,-34.1696,-514.785,-0.00259784,0.00529145,-0.00929133,5.81723e-05,0.000137302,-1.84565e-05,0.000141401,5.40734e-05,-1.3514,0.000124069,0.0110036,0.000155175,0.000146533,0.000851359
4.28324,1.24862,-506.702,-0.00564551,0.00114246,-0.0145246,5.37379e-05,-6.85022e-05,-0.000989099,0.000986276,-0.00100104,-0.75596,0.00172283,0.0156582,0.000111738,9.81281e-05,0.000604034,4.34824,-2.68626,-496.914,-0.000311944,0.00207955,-0.0100911,0.00018401,-7.59353e-05,-0.000180369,0.00027711,-0.000169035,-0.46695,0.000390267,0.0103082,0.000101665,9.20461e-05,0.000540152,4.40723,-6.62145,-498.939,-0.000994425,0.00270859,-0.0108774,7.1863e-05,-0.000114372,-1.71885e-05,7.3548e-05,-0.000116057,-0.0915067,0.000165579,0.0112554,0.000101984,9.03649e-05,0.000543521,4.46621,-10.5565,-501.629,-0.00168116,0.00348979,-0.0111959,6.49316e-05,-0.00013598,-1.411e-05,6.60593e-05,-0.000137108,-0.0697879,0.000179534,0.0118475,8.95774e-05,8.48166e-05,0.000479489,4.52558,-14.4918,-501.574,-0.00198454,0.00396993,-0.00993246,2.82615e-05,-0.000155974,-2.21799e-05,3.09509e-05,-0.000158664,-0.11773,0.000176302,0.0108798,0.000109361,0.000105126,0.00058459,4.58508,-18.4271,-505.046,-0.00215457,0.00456709,-0.010153,-2.83457e-06,-0.000212194,-4.63128e-05,6.98812e-06,-0.000222017,-0.208563,0.000225691,0.0113404,9.96383e-05,8.70645e-05,0.000536297,4.64439,-22.3621,-507.292,-0.00250634,0.00529177,-0.00717621,-1.37756e-06,-0.000171035,-2.85144e-05,3.89404e-06,-0.000176307,-0.159081,0.000178326,0.0092632,0.00011092,0.000101996,0.000600118,4.70397,-26.2979,-509.792,-0.00259831,0.00538378,-0.00734789,-6.99167e-07,-2.0154e-07,1.84909e-05,1.94667e-05,-2.03674e-05,0.787221,3.51683e-05,0.00947277,0.000133476,0.000121601,0.00072595,4.76337,-30.2336,-512.286,-0.00287439,0.005444,-0.00827165,2.05386e-05,0.000132496,3.17582e-05,0.000141192,1.18424e-05,1.31352,0.000135677,0.0103156,0.000130336,0.000126405,0.000711569,4.82329,-34.1697,-514.787,-0.00262182,0.0051734,-0.0110373,8.75653e-05,0.000148907,5.17165e-05,0.000179793,5.66798e-05,1.06989,0.000161439,0.0124692,0.000154423,0.000145888,0.000847723
4.283,1.24879,-506.701,-0.00588375,0.00130906,-0.0141557,5.50545e-05,2.17508e-05,-0.000983789,0.00102518,-0.000948372,-0.778183,0.00171131,0.0154241,0.000111434,9.78029e-05,0.000602116,4.34813,-2.68603,-496.914,-0.000424281,0.00230745,-0.00976201,0.0001753,-6.26586e-05,-0.000165721,0.000261192,-0.000148551,-0.466448,0.000359368,0.0100403,0.000102616,9.2882e-05,0.000544992,4.40714,-6.62131,-498.938,-0.00108379,0.00285149,-0.0105184,6.6139e-05,-8.49259e-05,3.73567e-07,6.6198e-05,-8.49849e-05,0.00163358,0.000131298,0.010953,0.000102155,9.05045e-05,0.000544273,4.46605,-10.5563,-501.629,-0.00183822,0.0036679,-0.0108017,5.8214e-05,-0.000146658,-1.06826e-05,5.87811e-05,-0.000147225,-0.0520397,0.000183835,0.0115558,9.04338e-05,8.56495e-05,0.000484247,4.52545,-14.4918,-501.574,-0.00211327,0.00403546,-0.00997426,3.54384e-05,-0.000187233,-1.05171e-05,3.5987e-05,-0.000187782,-0.0469208,0.000208161,0.0109658,0.000109973,0.000105702,0.000587771,4.58485,-18.4271,-505.046,-0.00237966,0.00456773,-0.00991231,4.53926e-06,-0.000224306,-3.07743e-05,8.65481e-06,-0.000228422,-0.130963,0.000232925,0.0111712,9.97562e-05,8.72114e-05,0.000537269,4.64447,-22.3622,-507.293,-0.00242508,0.00528538,-0.0076338,-1.43144e-05,-0.000184477,-3.00844e-05,-9.06094e-06,-0.00018973,-0.170022,0.000185426,0.00959806,0.000111926,0.000102948,0.00060592,4.70401,-26.2977,-509.792,-0.00255841,0.00558226,-0.00751453,-5.41252e-06,-1.16896e-05,-2.40316e-06,1.91211e-06,-1.90143e-05,-0.326099,2.04331e-05,0.00970475,0.000136122,0.000124035,0.000740849,4.76339,-30.2335,-512.286,-0.0028544,0.00554551,-0.00759444,2.72308e-05,8.22746e-05,-4.11351e-06,8.40024e-05,2.55029e-05,0.00916907,7.51724e-05,0.00982873,0.000131505,0.000127578,0.00071833,4.82337,-34.1695,-514.785,-0.00253943,0.00543703,-0.00956162,8.17186e-05,0.000110883,6.15561e-05,0.0001607,3.19021e-05,0.92072,0.000150168,0.0112897,0.000153904,0.000145372,0.00084471
4.28298,1.24891,-506.701,-0.00590143,0.00142757,-0.0140181,1.93985e-05,9.48806e-06,-0.00100461,0.00102149,-0.000992604,-0.78393,0.00174625,0.0153081,0.000111218,9.76395e-05,0.000601071,4.34806,-2.68589,-496.914,-0.000491114,0.00245282,-0.0105064,0.000184413,-7.31103e-05,-0.000175661,0.000274381,-0.000163078,-0.461548,0.00038304,0.0108005,0.000102399,9.26998e-05,0.000543987,4.40717,-6.62112,-498.939,-0.00105065,0.00304405,-0.011149,8.43582e-05,-0.000123175,-1.15851e-05,8.5116e-05,-0.000123933,-0.0554208,0.000182144,0.0116057,0.000101653,9.00591e-05,0.000541612,4.46609,-10.5562,-501.629,-0.00180462,0.0038279,-0.010843,6.17657e-05,-0.0002019,-3.33546e-05,6.60732e-05,-0.000206208,-0.123485,0.000246024,0.0116414,8.97984e-05,8.5018e-05,0.000480597,4.52542,-14.4915,-501.573,-0.00213515,0.00428481,-0.00880477,2.37575e-05,-0.000144878,-3.97322e-05,3.27348e-05,-0.000153855,-0.220609,0.000172658,0.0100228,0.000109561,0.000105298,0.00058552,4.58479,-18.4269,-505.046,-0.00244023,0.00468248,-0.010187,4.87981e-06,-0.000148875,-4.66971e-05,1.79974e-05,-0.000161992,-0.272911,0.000171814,0.0114744,9.98548e-05,8.72753e-05,0.000537631,4.64452,-22.3621,-507.293,-0.0023826,0.00529593,-0.00785509,1.48341e-07,-0.000188495,-1.79932e-05,1.99679e-06,-0.000190344,-0.0933551,0.000191372,0.00976992,0.000109568,0.000100773,0.000593089,4.70379,-26.2977,-509.791,-0.00278167,0.00560748,-0.00703156,-7.30099e-07,-2.20849e-06,3.72731e-06,9.90392e-06,-1.28425e-05,-0.253562,2.01379e-05,0.00941439,0.000134987,0.00012299,0.000734449,4.76345,-30.2334,-512.287,-0.00279151,0.00566937,-0.00862965,2.01293e-05,0.00011684,-1.04176e-05,0.000118342,1.86266e-05,-1.47057,0.000110517,0.0106961,0.000132377,0.000128425,0.000723108,4.8235,-34.1695,-514.786,-0.0024084,0.00544577,-0.00997568,7.84704e-05,0.000296203,3.4537e-05,0.000301868,7.28054e-05,1.42476,0.000274002,0.0116186,0.000155319,0.000146771,0.0008529
4.28288,1.24901,-506.701,-0.0059979,0.00152651,-0.0134979,1.93538e-05,8.13035e-05,-0.000947531,0.00100102,-0.000900361,-0.803017,0.00164918,0.0148895,0.00011063,9.71058e-05,0.000597817,4.34816,-2.68576,-496.915,-0.000394379,0.00258112,-0.0105751,0.000174865,-6.68092e-05,-0.000177787,0.000270089,-0.000162034,-0.47914,0.000378278,0.010893,0.00010224,9.25718e-05,0.000543211,4.40705,-6.62103,-498.938,-0.00116672,0.0031331,-0.0104795,7.52895e-05,-0.000144757,-1.44751e-05,7.62776e-05,-0.000145745,-0.0655093,0.000195407,0.0110015,0.00010226,9.05765e-05,0.000544501,4.46594,-10.5561,-501.628,-0.00195267,0.0038639,-0.0104171,6.40261e-05,-0.0001611,-3.41982e-05,6.92057e-05,-0.00016628,-0.14754,0.00020964,0.011282,8.92632e-05,8.45146e-05,0.000477757,4.52535,-14.4915,-501.573,-0.00221308,0.00429156,-0.0090022,4.57091e-05,-0.000152035,-3.1299e-05,5.0601e-05,-0.000156927,-0.152966,0.00018749,0.0102161,0.000108362,0.00010414,0.00057907,4.58506,-18.4267,-505.045,-0.00217268,0.00488858,-0.00955242,2.41798e-05,-0.00018677,-3.81641e-05,3.08798e-05,-0.00019347,-0.173369,0.000210683,0.0109487,9.90129e-05,8.65315e-05,0.000533041,4.64443,-22.3619,-507.293,-0.00246911,0.00554272,-0.00750441,2.40778e-06,-0.000164415,-3.91728e-05,1.12306e-05,-0.000173238,-0.219455,0.000179149,0.00965168,0.000110748,0.000101837,0.000599182,4.7038,-26.2975,-509.792,-0.00277065,0.00571987,-0.00755207,-9.89545e-06,-1.98784e-05,-1.8582e-05,4.82176e-06,-3.45956e-05,-0.616042,3.74217e-05,0.00987074,0.000133207,0.000121382,0.00072506,4.76347,-30.2332,-512.286,-0.00276857,0.00586133,-0.00781081,-3.48572e-06,0.000129212,-4.16482e-06,0.000129737,-4.01077e-06,-0.0222916,0.00013195,0.0101514,0.000131094,0.000127173,0.000716032,4.82324,-34.1694,-514.786,-0.00267134,0.00553366,-0.0100831,2.07697e-05,0.000234735,1.13833e-05,0.000236017,1.94876e-05,1.05559,0.000227221,0.0118093,0.0001537,0.000145269,0.000844257
4.2828,1.24914,-506.701,-0.006082,0.0016594,-0.0137077,5.07645e-05,8.22713e-05,-0.000975211,0.00104495,-0.000911915,-0.794697,0.00169814,0.0151281,0.000110252,9.67651e-05,0.000595737,4.34808,-2.68557,-496.914,-0.000471681,0.00276548,-0.00990189,0.000202905,-4.1916e-05,-0.000172192,0.000292828,-0.00013184,-0.468827,0.000376661,0.0102924,0.000101932,9.22745e-05,0.000541404,4.40689,-6.62086,-498.939,-0.00133485,0.00330292,-0.0109247,7.98046e-05,-0.000123329,-1.64508e-05,8.12137e-05,-0.000124738,-0.0803349,0.000179729,0.0114916,0.00010318,9.14231e-05,0.000549859,4.46605,-10.5559,-501.628,-0.00183827,0.00406049,-0.0101207,7.04438e-05,-0.000147909,-3.16227e-05,7.5065e-05,-0.00015253,-0.140788,0.000200889,0.0110595,8.91641e-05,8.44144e-05,0.000477173,4.52537,-14.4912,-501.574,-0.00218804,0.00458156,-0.00953049,3.25365e-05,-0.000135982,-4.67737e-05,4.46962e-05,-0.000148142,-0.252827,0.000174949,0.0107989,0.000110545,0.000106252,0.000590837,4.58501,-18.4266,-505.046,-0.00221741,0.00500891,-0.00981225,1.82925e-06,-0.000228884,-6.03831e-05,1.66951e-05,-0.00024375,-0.241174,0.000252613,0.0112389,0.000101695,8.88432e-05,0.000547237,4.64446,-22.3617,-507.292,-0.00244402,0.00575019,-0.00690472,-1.02555e-05,-0.00016436,-1.79675e-05,-7.99035e-06,-0.000166626,-0.113065,0.000162877,0.00931286,0.000110465,0.000101599,0.00059796,4.70407,-26.2975,-509.792,-0.00250322,0.00578947,-0.00795718,-1.48419e-05,3.10861e-05,2.05519e-05,3.97031e-05,-2.3459e-05,1.20655,5.59218e-05,0.010155,0.000133594,0.000121719,0.000726818,4.76357,-30.2331,-512.287,-0.00267498,0.00595637,-0.00875712,1.39789e-06,0.000131269,2.84037e-05,0.000137393,-4.72654e-06,1.36338,0.000139919,0.0109271,0.00013103,0.000127098,0.000715555,4.82335,-34.1694,-514.786,-0.00255859,0.00551825,-0.0099744,4.76521e-05,0.000136661,1.29582e-05,0.000139788,4.45259e-05,0.0741526,0.000125223,0.0116836,0.000155667,0.000147068,0.000854581
4.28295,1.24947,-506.702,-0.00593121,0.00199129,-0.0146164,3.68412e-05,1.43618e-05,-0.000988659,0.00101743,-0.000966231,-0.781137,0.00171969,0.0159365,0.00011067,9.72478e-05,0.000598533,4.3481,-2.68552,-496.914,-0.000448479,0.00281697,-0.0103927,0.000176417,-9.03367e-05,-0.000183036,0.000270563,-0.000184483,-0.463135,0.000396542,0.0107774,0.000102879,9.31257e-05,0.000546417,4.40701,-6.62082,-498.938,-0.00120882,0.00333503,-0.0106557,7.29704e-05,-0.000132505,-1.04138e-05,7.36526e-05,-0.000133188,-0.0508313,0.000181588,0.0112322,0.000103292,9.15058e-05,0.000550246,4.46604,-10.5558,-501.629,-0.00184887,0.00415836,-0.0107062,7.01297e-05,-0.000138874,-1.09882e-05,7.09182e-05,-0.000139662,-0.0526786,0.000185587,0.0116341,9.04941e-05,8.57084e-05,0.00048459,4.5253,-14.4911,-501.574,-0.00226022,0.00472061,-0.0103012,2.44367e-05,-0.000123058,-2.53378e-05,2.88827e-05,-0.000127504,-0.16479,0.000144247,0.0115548,0.000110093,0.000105876,0.000588824,4.58487,-18.4265,-505.046,-0.00235794,0.00512849,-0.0105487,-1.61628e-05,-0.000198731,-3.35277e-05,-1.00439e-05,-0.00020485,-0.175352,0.000200116,0.0119644,9.91418e-05,8.66609e-05,0.000533859,4.64431,-22.3616,-507.293,-0.00259105,0.00586924,-0.00797097,-1.15777e-05,-0.000199245,-2.67553e-05,-7.83015e-06,-0.000202993,-0.138867,0.000199229,0.010234,0.000111785,0.000102809,0.000605047,4.70386,-26.2975,-509.792,-0.0027096,0.00580229,-0.00777007,-7.47197e-06,-4.18506e-05,-2.6016e-05,6.65229e-06,-5.59749e-05,-0.496181,5.96005e-05,0.0100695,0.000135311,0.0001233,0.000736531,4.76338,-30.2329,-512.286,-0.00286406,0.00617028,-0.00783363,9.79089e-06,6.92289e-05,2.86657e-06,7.06339e-05,8.38597e-06,-0.0857572,6.69701e-05,0.0103757,0.000130976,0.000127044,0.000715256,4.82329,-34.169,-514.785,-0.00262371,0.00590661,-0.00905419,6.03269e-05,0.000295925,5.24582e-05,0.000307152,4.90996e-05,1.35959,0.000286156,0.0111255,0.000154395,0.000145835,0.00084738
4.283,1.24952,-506.701,-0.00587749,0.00204356,-0.0138621,-1.21872e-05,0.000123238,-0.000948919,0.00100939,-0.000898343,-0.821835,0.00165517,0.0152346,0.000111024,9.74774e-05,0.000600057,4.34797,-2.68542,-496.914,-0.000579969,0.00291749,-0.0102047,0.00017589,-4.04016e-05,-0.000172941,0.000272719,-0.00013723,-0.498459,0.000361547,0.0106298,0.000103099,9.33204e-05,0.000547539,4.40706,-6.62072,-498.939,-0.00116254,0.00343596,-0.0110151,7.60269e-05,-0.000119763,-2.15281e-05,7.84051e-05,-0.000122141,-0.108333,0.000175099,0.0115979,0.000103254,9.14748e-05,0.000550071,4.46599,-10.5558,-501.629,-0.00190082,0.0042244,-0.0108299,5.90953e-05,-0.000172614,-4.40805e-05,6.72544e-05,-0.000180773,-0.181636,0.000222196,0.0117807,8.95482e-05,8.4766e-05,0.000479109,4.52533,-14.4912,-501.574,-0.00222729,0.00462543,-0.00949559,2.23411e-05,-0.000152179,-3.95387e-05,3.09393e-05,-0.000160777,-0.212382,0.000178372,0.0107946,0.000109705,0.000105434,0.000586276,4.58488,-18.4264,-505.046,-0.0023471,0.00523792,-0.0100911,2.63446e-06,-0.000202917,-2.84698e-05,6.55777e-06,-0.00020684,-0.135094,0.000210274,0.0116098,9.96452e-05,8.70823e-05,0.00053643,4.64438,-22.3615,-507.293,-0.00251944,0.005989,-0.00777809,2.18589e-06,-0.000189947,5.73842e-07,2.37811e-06,-0.000190139,0.00306611,0.000191399,0.0101357,0.000110541,0.00010164,0.000597973,4.70384,-26.2972,-509.791,-0.00273293,0.00603066,-0.00674806,3.20056e-06,-2.02258e-05,2.14164e-05,1.67023e-05,-3.37276e-05,0.507975,4.50051e-05,0.00945606,0.000133647,0.00012175,0.000726737,4.76337,-30.233,-512.286,-0.00287413,0.00611051,-0.00803518,1.66591e-05,9.7132e-05,3.60665e-06,9.82463e-05,1.55448e-05,0.151358,9.1683e-05,0.0105014,0.000130384,0.000126507,0.000712378,4.82325,-34.1691,-514.785,-0.00265934,0.00579367,-0.00959291,6.56713e-05,-1.34625e-05,-6.48812e-05,0.000102727,-5.0518e-05,-0.527837,0.000136042,0.0115193,0.000154276,0.000145725,0.00084673
4.28296,1.2497,-506.701,-0.00592245,0.00221691,-0.0141427,-4.74396e-05,0.00013215,-0.000969773,0.00101914,-0.000934425,-0.832692,0.00169419,0.0155241,0.000109968,9.66155e-05,0.000594679,4.34785,-2.68544,-496.915,-0.000704773,0.00289677,-0.0107468,0.000169328,-3.37064e-05,-0.000168634,0.000265652,-0.000130031,-0.50578,0.000349505,0.0111527,0.000101244,9.16766e-05,0.000537966,4.4069,-6.62081,-498.939,-0.00132446,0.00335009,-0.0116899,6.34469e-05,-0.000121611,-2.44639e-05,6.67958e-05,-0.00012496,-0.12839,0.000168628,0.0122333,0.000103381,9.15993e-05,0.000550915,4.46596,-10.5558,-501.629,-0.00193543,0.00417967,-0.0113686,5.26776e-05,-0.000159055,-3.73834e-05,5.92247e-05,-0.000165602,-0.169959,0.000201868,0.0122669,9.06643e-05,8.58313e-05,0.000485168,4.52527,-14.4909,-501.574,-0.00228845,0.00492622,-0.00997453,2.33547e-05,-0.000146332,-2.8174e-05,2.79881e-05,-0.000150965,-0.160013,0.000166832,0.0113583,0.000110017,0.000105723,0.00058787,4.58498,-18.4263,-505.046,-0.00224701,0.0052846,-0.0105539,6.86388e-06,-0.000167208,-3.5074e-05,1.3706e-05,-0.00017405,-0.191016,0.000181422,0.012016,0.000100253,8.76392e-05,0.000539898,4.64436,-22.3617,-507.293,-0.00254072,0.00575176,-0.00839468,8.24386e-06,-0.000173038,-1.88537e-05,1.02232e-05,-0.000175018,-0.102348,0.000180373,0.0104894,0.000111556,0.000102589,0.000603678,4.70381,-26.2972,-509.792,-0.00276001,0.00604718,-0.00793698,7.67554e-06,-5.58047e-05,-1.40699e-06,8.14166e-06,-5.62708e-05,-0.017613,6.0759e-05,0.010353,0.000134449,0.000122491,0.000731319,4.76336,-30.233,-512.286,-0.00287569,0.00609214,-0.00809701,1.15619e-05,0.000138958,8.5019e-06,0.000139537,1.09827e-05,1.50482,0.00013439,0.0105355,0.000131386,0.000127482,0.000717881,4.82318,-34.1691,-514.786,-0.00272551,0.00578134,-0.010407,3.66797e-05,0.000228262,1.66538e-05,0.00023001,3.49318e-05,1.48775,0.000215129,0.012214,0.000154974,0.00014635,0.000850298
4.2829,1.24973,-506.701,-0.00598522,0.00225121,-0.0139045,7.04093e-05,4.72591e-05,-0.000969958,0.00103224,-0.000914569,-0.780939,0.00168866,0.015336,0.000111405,9.78423e-05,0.000602248,4.34787,-2.68545,-496.914,-0.000676318,0.00289193,-0.0102625,0.000191618,-3.56729e-05,-0.000174739,0.000287271,-0.000131327,-0.489924,0.00037094,0.0106839,0.000102646,9.29126e-05,0.000545138,4.40695,-6.62071,-498.939,-0.00126618,0.0034503,-0.0116438,6.92621e-05,-0.000120831,-2.45679e-05,7.25603e-05,-0.000124129,-0.12652,0.000172382,0.0122112,0.000103269,9.14951e-05,0.00055024,4.46595,-10.5556,-501.629,-0.00194469,0.00433162,-0.0111379,5.19675e-05,-0.000187426,-3.9389e-05,5.84279e-05,-0.000193886,-0.159219,0.000228794,0.0121094,8.89669e-05,8.4248e-05,0.000476296,4.52533,-14.4909,-501.573,-0.00222884,0.00489897,-0.00931412,2.71416e-05,-0.000149956,-2.99149e-05,3.20912e-05,-0.000154906,-0.16268,0.000173254,0.0107576,0.000110607,0.000106293,0.000591047,4.5848,-18.4263,-505.046,-0.0024275,0.00536176,-0.0101421,9.74729e-06,-0.00017049,-3.12461e-05,1.50168e-05,-0.000175759,-0.16676,0.000183807,0.0117265,9.99649e-05,8.73888e-05,0.000538349,4.64437,-22.3615,-507.293,-0.00253212,0.00593768,-0.00815285,-9.20294e-07,-0.000152813,-1.97395e-05,1.65078e-06,-0.000155384,-0.126925,0.000156349,0.0104,0.000110206,0.000101345,0.000596357,4.70388,-26.2975,-509.793,-0.00269456,0.00574416,-0.00825795,1.05147e-06,-9.75406e-06,1.36711e-05,1.11511e-05,-1.98537e-05,0.614438,2.77862e-05,0.010414,0.000134909,0.000122913,0.000733909,4.76345,-30.233,-512.286,-0.00278736,0.00608015,-0.00812828,1.61844e-05,0.000124876,2.54077e-05,0.000130544,1.05161e-05,1.35139,0.000125753,0.0105309,0.00013324,0.00012928,0.000728006,4.82312,-34.1691,-514.786,-0.00278684,0.00578258,-0.0104587,5.86394e-05,0.000224173,4.80042e-05,0.000237411,4.54012e-05,1.3088,0.000218622,0.0122716,0.000154715,0.000146179,0.0008495
4.28297,1.24986,-506.7,-0.00590688,0.00237848,-0.0134381,2.54985e-05,0.000400889,-0.000879864,0.00111478,-0.000688393,-0.890907,0.00157864,0.0149179,0.000110582,9.71091e-05,0.000597769,4.34792,-2.68537,-496.915,-0.000625981,0.00296942,-0.0111517,0.000195406,-1.66213e-05,-0.000151945,0.000276676,-9.78909e-05,-0.470177,0.000336746,0.0115579,0.000102783,9.30362e-05,0.000545891,4.40696,-6.62048,-498.939,-0.00125631,0.00367616,-0.0114146,8.99151e-05,-0.00014368,-6.69061e-06,9.02401e-05,-0.000144005,-0.0285298,0.000204664,0.0120587,0.000102844,9.11258e-05,0.000548094,4.46605,-10.5556,-501.629,-0.00183656,0.00438271,-0.0111129,4.86006e-05,-0.000148979,-3.27868e-05,5.41257e-05,-0.000154504,-0.159123,0.000187562,0.012087,9.03468e-05,8.55424e-05,0.000483561,4.52527,-14.491,-501.574,-0.00229186,0.00476983,-0.0100711,1.2045e-05,-0.000145295,-4.63467e-05,2.47527e-05,-0.000158002,-0.265514,0.000171827,0.0113773,0.000110144,0.000105873,0.000588731,4.58481,-18.4262,-505.046,-0.00241758,0.00538417,-0.0103225,-4.26073e-06,-0.000204928,-5.34277e-05,9.18504e-06,-0.000218374,-0.244599,0.000223184,0.0118916,0.000101506,8.87053e-05,0.000546429,4.6443,-22.3615,-507.293,-0.0026017,0.00593858,-0.00830388,-1.20444e-05,-0.000215104,-1.71695e-05,-1.05766e-05,-0.000216571,-0.0835448,0.000211486,0.0105368,0.000111023,0.000102117,0.000601059,4.70365,-26.2972,-509.792,-0.00291589,0.00606741,-0.00763319,-1.60578e-05,-7.46847e-06,1.72215e-05,7.85718e-06,-3.13835e-05,0.92257,3.63302e-05,0.0101791,0.000135101,0.000123094,0.00073506,4.76358,-30.2331,-512.286,-0.00266277,0.00602471,-0.00801363,-5.05497e-06,0.000210248,2.43375e-05,0.00021321,-8.0166e-06,1.45945,0.000217382,0.0103753,0.000131591,0.000127646,0.000718674,4.82335,-34.1693,-514.787,-0.00256511,0.0056237,-0.0110141,5.46371e-05,0.000144708,4.80256e-05,0.000167519,3.18267e-05,1.15919,0.000155704,0.01263,0.000153574,0.000145092,0.000843124
